Plate #	Row	Column	ORF	Gene	Decription	GO Biological Process	GO Molecular Function	GO Cellular Component	96-position
11	C	21	YNL030W	HHF2	"Histone H4, core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF1); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity"	chromosome organization, protein modification process	DNA binding	nucleus, chromosome	41-B11
11	C	22	YBR041W	FAT1	"Very long chain fatty acyl-CoA synthetase and long chain fatty acid transporter; activates imported fatty acids with a preference for very long lengths (C20-C26); has a separate function in the transport of long chain fatty acids"	transport, cellular lipid metabolic process	ligase activity, transporter activity	peroxisome, membrane, endoplasmic reticulum, cytoplasm, plasma membrane	42-B11
11	C	23	YNL031C	HHT2	"Histone H3, core histone protein required for chromatin assembly, part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins (see HHT1); regulated by acetylation, methylation, and phosphorylation"	chromosome organization, cell cycle	DNA binding	nucleus, chromosome	41-B12
11	C	24	YBR042C	CST26	"Protein required for incorporation of stearic acid into phosphatidylinositol; affects chromosome stability when overexpressed"	cellular lipid metabolic process	transferase activity	cytoplasm	42-B12
11	D	1	YIL130W	ASG1	"Zinc cluster protein proposed to function as a transcriptional regulator involved in the stress response; null mutants have a respiratory deficiency, calcofluor white sensitivity and slightly increased cycloheximide resistance"	biological_process	DNA binding	nucleus	43-B1
11	D	2	YGL219C	MDM34	Mitochondrial component of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth	transport, mitochondrion organization	molecular_function	membrane, mitochondrial envelope, mitochondrion, cytoplasm	44-B1
11	D	3	YIL132C	CSM2	Protein involved in a Rad51p-, Rad54p-dependent pathway for homologous recombination repair, required for accurate chromosome segregation during meiosis	response to stress, meiosis, cell cycle, DNA metabolic process, chromosome segregation	molecular_function	nucleus, cytoplasm	43-B2
11	D	4	YGR028W	MSP1	"Mitochondrial protein involved in sorting of proteins in the mitochondria; putative membrane-spanning ATPase"	transport, mitochondrion organization	hydrolase activity	membrane, mitochondrial envelope, mitochondrion, cytoplasm	44-B2
11	D	5	YIL133C	RPL16A	"N-terminally acetylated protein component of the large (60S) ribosomal subunit, binds to 5.8 S rRNA; has similarity to Rpl16Bp, E. coli L13 and rat L13a ribosomal proteins; transcriptionally regulated by Rap1p"	translation	RNA binding, structural molecule activity	ribosome, cytoplasm	43-B3
11	D	6	YGR032W	GSC2	"Catalytic subunit of 1,3-beta-glucan synthase, involved in formation of the inner layer of the spore wall; activity positively regulated by Rho1p and negatively by Smk1p; has similarity to an alternate catalytic subunit, Fks1p (Gsc1p)"	cellular carbohydrate metabolic process, sporulation resulting in formation of a cellular spore	transferase activity	cell cortex, membrane fraction, cytoskeleton, membrane, cytoplasm, plasma membrane	44-B3
11	D	7	YIL134W	FLX1	Protein required for transport of flavin adenine dinucleotide (FAD), a synthesis product of riboflavin, across the mitochondrial membrane	transport	transporter activity	mitochondrion, cytoplasm	43-B4
11	D	8	YGR038W	ORM1	"Evolutionarily conserved protein with similarity to Orm2p, required for resistance to agents that induce the unfolded protein response; human ortholog is located in the endoplasmic reticulum"	response to stress, response to chemical stimulus	molecular_function	endoplasmic reticulum, cytoplasm	44-B4
11	D	9	YIL135C	VHS2	"Cytoplasmic protein of unknown function; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant, suggesting a role in G1/S phase progression; similar to Mlf3p"	cell cycle	molecular_function	cytoplasm	43-B5
11	D	10	YGR040W	KSS1	"Mitogen-activated protein kinase (MAPK) involved in signal transduction pathways that control filamentous growth and pheromone response; the KSS1 gene is nonfunctional in S288C strains and functional in W303 strains"	transcription, signal transduction, response to chemical stimulus, protein modification process, conjugation	transferase activity, protein kinase activity, signal transducer activity, protein binding	nucleus	44-B5
11	D	11	YIL137C	TMA108	"Protein that associates with ribosomes; putative metalloprotease"	biological_process	molecular_function	ribosome, cytoplasm	43-B6
11	D	12	YGR050C	YGR050C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data	biological_process	molecular_function	cellular_component	44-B6
11	D	13	YIL138C	TPM2	"Minor isoform of tropomyosin, binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution of several organelles; appears to have distinct and also overlapping functions with Tpm1p"	vacuole organization, transport, cell budding, mitochondrion organization, cytoskeleton organization, vesicle-mediated transport, cellular component morphogenesis	protein binding	cell cortex, cytoskeleton, cellular bud, site of polarized growth, cytoplasm	43-B7
11	D	14	YGR053C	YGR053C	Putative protein of unknown function	biological_process	molecular_function	cellular_component	44-B7
11	D	15	YIL139C	REV7	"Accessory subunit of DNA polymerase zeta, involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair"	response to stress, DNA metabolic process	transferase activity, nucleotidyltransferase activity	nucleus, chromosome, mitochondrion, cytoplasm	43-B8
11	D	16	YGR063C	SPT4	"Protein involved in the regulating Pol I and Pol II transcription, pre-mRNA processing, kinetochore function, and gene silencing; forms a complex with Spt5p"	response to stress, chromosome organization, transcription, DNA metabolic process, chromosome segregation, RNA metabolic process	transcription regulator activity	nucleus, chromosome	44-B8
11	D	17	YIL140W	AXL2	"Integral plasma membrane protein required for axial budding in haploid cells, localizes to the incipient bud site and bud neck; glycosylated by Pmt4p; potential Cdc28p substrate"	cell budding, cytokinesis, cellular component morphogenesis, cell cycle	molecular_function	cell cortex, cytoskeleton, cellular bud, membrane, site of polarized growth, cytoplasm, plasma membrane	43-B9
11	D	18	YGR086C	PIL1	"Primary component of eisosomes, which are large immobile cell cortex structures associated with endocytosis; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; detected in phosphorylated state in mitochondria"	transport, response to stress, vesicle-mediated transport, cellular membrane organization	enzyme regulator activity	cell cortex, membrane fraction, mitochondrion, membrane, mitochondrial envelope, cytoplasm	44-B9
11	D	19	YIL141W	YIL141W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	biological_process	molecular_function	cellular_component	43-B10
11	D	20	YGR089W	NNF2	"Protein that exhibits physical and genetic interactions with Rpb8p, which is a subunit of RNA polymerases I, II, and III; computational analysis of large-scale protein-protein interaction data suggests a role in chromosome segregation"	biological_process	molecular_function	membrane fraction	44-B10
11	D	21	YIL145C	PAN6	Pantothenate synthase, also known as pantoate-beta-alanine ligase, required for pantothenic acid biosynthesis, deletion causes pantothenic acid auxotrophy, homologous to E. coli panC	cofactor metabolic process, cellular amino acid and derivative metabolic process	ligase activity	nucleus, cytoplasm	43-B11
11	D	22	YGR092W	DBF2	"Ser/Thr kinase involved in transcription and stress response; functions as part of a network of genes in exit from mitosis; localization is cell cycle regulated; activated by Cdc15p during the exit from mitosis"	protein modification process, cellular homeostasis	transferase activity, protein kinase activity	cytoskeleton, microtubule organizing center, cellular bud, site of polarized growth, cytoplasm	44-B11
11	D	23	YIL146C	ATG32	Mitochondrial-anchored transmembrane receptor that interacts with the autophagy adaptor protein, Atg11p, and is essential for mitophagy, the selective vacuolar degradation of mitochondria in response to starvation	fungal-type cell wall organization	molecular_function	membrane, mitochondrial envelope, mitochondrion, cytoplasm	43-B12
11	D	24	YGR093W	YGR093W	"Putative protein of unconfirmed function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus"	biological_process	molecular_function	nucleus	44-B12
11	E	1	YNL032W	SIW14	"Tyrosine phosphatase that plays a role in actin filament organization and endocytosis; localized to the cytoplasm"	transport, cytoskeleton organization, protein modification process, response to stress, vesicle-mediated transport, cellular membrane organization	hydrolase activity, phosphoprotein phosphatase activity	cytoplasm	41-C1
11	E	2	YBR043C	QDR3	Multidrug transporter of the major facilitator superfamily, required for resistance to quinidine, barban, cisplatin, and bleomycin	transport, response to chemical stimulus	transporter activity	membrane, plasma membrane	42-C1
11	E	3	YNL034W	YNL034W	"Putative protein of unknown function; YNL034W is not an essential gene"	biological_process	molecular_function	cellular_component	41-C2
11	E	4	YBR044C	TCM62	"Protein involved in the assembly of the mitochondrial succinate dehydrogenase complex; putative chaperone"	mitochondrion organization, protein complex biogenesis	protein binding	membrane, mitochondrial envelope, mitochondrion, cytoplasm	42-C2
11	E	5	YNL035C	YNL035C	"Putative protein of unknown function with similarity to proteins containing WD-40 domains; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YNL035C is not an essential gene"	biological_process	molecular_function	nucleus	41-C3
11	E	6	YBR045C	GIP1	Meiosis-specific regulatory subunit of the Glc7p protein phosphatase, regulates spore wall formation and septin organization, required for expression of some late meiotic genes and for normal localization of Glc7p	sporulation resulting in formation of a cellular spore	protein binding, enzyme regulator activity	membrane, cytoplasm	42-C3
11	E	7	YNL037C	IDH1	Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase, which catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle	cofactor metabolic process, cellular amino acid and derivative metabolic process, generation of precursor metabolites and energy, cellular respiration	oxidoreductase activity	mitochondrion, cytoplasm	41-C4
11	E	8	YBR046C	ZTA1	"NADPH-dependent quinone reductase, GFP-tagged protein localizes to the cytoplasm and nucleus; has similarity to E. coli quinone oxidoreductase and to human zeta-crystallin"	response to stress, response to chemical stimulus	RNA binding, oxidoreductase activity	nucleus, cytoplasm	42-C4
11	E	9	YNL040W	YNL040W	"Putative protein of unknown function with strong similarity to alanyl-tRNA synthases from Eubacteria; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YNL040W is not an essential gene"	biological_process	molecular_function	cytoplasm	41-C5
11	E	10	YBR047W	FMP23	"Putative protein of unknown function; proposed to be involved in iron or copper homeostatis; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	biological_process	molecular_function	mitochondrion, cytoplasm	42-C5
